date,turkey_total_generation_in_gwh,population,imports_in_gwh,exports_in_gwh,gross_demand_in_gwh,natural_gas_price_usd_Mmbtu,pib_m_dollar,ratio_dollar_tl,coal_elect_prod_gwh,ng_elect_prod_gwh,thermique_elect_prod_gwh,hidro_elect_prod_gwh,geothermal_elect_prod_gwh,wind_elect_prod_gwh,solar_elect_prod_gwh,geothermal_solar_wind_elect_prod_gwh,roll_mean,roll_std
2004-01-01,12999.6,,42.3,100.3,12941.6,5397,89.1457557949102,1.341,,,,,,0.0,0.0,,11808.866666666667,812.5057665063471
2004-02-01,11560.0,,36.2,88.3,11507.900000000001,5416,90.08625359530866,1.327,,,,,,0.0,0.0,,11862.925000000001,763.691295467438
2004-03-01,12598.8,,37.1,96.5,12539.4,5933,91.012149616273,1.3135,,,,,,0.0,0.0,,11875.258333333333,774.1256422081941
2004-04-01,11842.5,,32.6,92.8,11782.300000000001,5862,97.83753946759062,1.4206,,,,,,0.0,0.0,,11936.666666666666,730.2988309070812
2004-05-01,11885.4,,26.7,89.9,11822.2,6442,93.3118553660015,1.4895,,,,,,0.0,0.0,,12012.050000000001,658.7256422959332
2004-06-01,11982.8,,27.6,84.6,11925.8,6155,93.56311583147709,1.4855,,,,,,0.0,0.0,,12082.108333333332,592.5613822570898
2004-07-01,13286.2,,45.7,89.1,13242.800000000001,6112,109.92843077302739,1.468,,,,,,0.0,0.0,,12151.058333333334,676.9914387243535
2004-08-01,13353.2,,47.7,96.3,13304.600000000002,5074,107.44003753315859,1.502,,,,,,0.0,0.0,,12213.0,748.198466621361
2004-09-01,12561.1,,47.0,83.0,12525.1,6795,107.29716514282194,1.504,,,,,,0.0,0.0,,12305.566666666668,708.0364696993042
2004-10-01,12378.4,,33.2,85.4,12326.2,8725,110.73421362784589,1.4715,,,,,,0.0,0.0,,12367.841666666667,670.1638367638709
2004-11-01,12211.6,,41.5,102.8,12150.300000000001,7620,113.82842846900121,1.4315,,,,,,0.0,0.0,,12427.083333333336,609.2857813319996
2004-12-01,14038.7,,45.9,135.3,13949.300000000001,6149,120.83455346931792,1.3485,,,,,,0.0,0.0,,12501.458333333334,734.7072149791622
2005-01-01,13300.3,,50.0,137.9,13212.4,6321,106.7677573007641,1.3355,,,,,,0.0,0.0,,12524.025,753.3768779484045
2005-02-01,12609.9,,44.6,130.6,12523.9,6730,111.1366639712942,1.283,,,,,,0.0,0.0,,12608.691666666666,682.5628568568752
2005-03-01,13574.2,,45.2,153.7,13465.7,7653,105.42575961195597,1.3525,,,,,,0.0,0.0,,12685.883333333333,725.0687676895217
2005-04-01,12635.8,,38.7,140.6,12533.9,6585,117.50692646215154,1.3915,,,,,,0.0,0.0,,12748.516666666665,670.3142259531462
2005-05-01,12861.5,,41.3,142.9,12759.9,6379,119.83209100189364,1.3645,,,,,,0.0,0.0,,12826.658333333335,603.8758413303506
2005-06-01,12720.4,,37.4,154.9,12602.9,6981,122.89431655173534,1.3305,,,,,,0.0,0.0,,12883.083333333336,540.3402157788123
2005-07-01,14313.7,,88.9,148.2,14254.4,7885,140.77856033448262,1.3259,,,,,,0.0,0.0,,12967.383333333333,665.8882295418947
2005-08-01,14757.3,,94.9,158.2,14693.999999999998,11472,138.77940010965835,1.345,,,,,,0.0,0.0,,13083.166666666666,830.339423842981
2005-09-01,13378.2,,52.6,147.4,13283.400000000001,13921,138.62479996100294,1.3465,,,,,,0.0,0.0,,13146.358333333332,812.6743666979377
2005-10-01,13503.4,,43.8,140.2,13406.999999999998,12205,138.74829901031575,1.3515,,,,,,0.0,0.0,,13236.425000000001,772.4086425826547
2005-11-01,13422.1,,48.1,148.1,13322.1,12587,138.23687881492202,1.3565,,,,,,0.0,0.0,,13334.074999999999,692.5586711279857
2005-12-01,14879.4,,50.4,195.4,14734.4,11225,138.85103747681728,1.3505,,,,,,0.0,0.0,,13399.5,786.6531972396024
2006-01-01,14332.5,,50.0,210.4,14172.1,9316,122.8885998478064,1.3228,,,,,,0.0,0.0,,13479.475,814.203912503729
2006-02-01,13683.0,,42.7,185.4,13540.300000000001,6714,123.71159808118594,1.314,,,,,,0.0,0.0,,13564.174999999997,756.5889446300284
2006-03-01,14616.8,,45.8,191.2,14471.399999999998,7210,120.90519886848519,1.3445,,,,,,0.0,0.0,,13647.983333333332,799.1910100883749
2006-04-01,13397.6,,47.2,167.3,13277.500000000002,6555,147.21077377746326,1.3225,,,,,,0.0,0.0,,13709.949999999999,730.8629264593626
2006-05-01,13996.9,,43.5,164.7,13875.699999999999,6384,123.72815273002551,1.5735,,,,,,0.0,0.0,,13802.933333333334,667.2122496332206
2006-06-01,14473.8,,32.7,170.4,14336.1,6104,123.02448551070782,1.5825,,,,,,0.0,0.0,,13947.366666666667,563.3301056031053
2006-07-01,15588.0,,34.9,170.1,15452.8,8211,146.0327676625252,1.4976,,,,,,0.0,0.0,,14047.233333333332,709.8737869039479
2006-08-01,16389.5,,45.4,167.7,16267.2,6048,149.31294657704495,1.4647,,,,,,0.0,0.0,,14178.333333333334,946.1321782858347
2006-09-01,14491.3,,67.7,163.9,14395.1,5620,144.40321746543265,1.5145,,,,,,0.0,0.0,,14270.975,904.027325738464
2006-10-01,13843.2,,47.7,155.6,13735.300000000001,7534,150.84761719342046,1.4572,,,,,,0.0,0.0,,14298.333333333334,880.1566300002255
2006-11-01,15236.2,,54.0,222.3,15067.900000000001,8844,151.21080537542292,1.4537,,,,,,0.0,0.0,,14443.816666666666,847.812648507746
2006-12-01,16251.0,,61.6,266.7,16045.9,6299,155.29152085782573,1.4155,,,,,,0.0,0.0,,14553.108333333332,965.097520704369
2007-01-01,15873.9,,63.519131,251.74021,15685.678920999999,7667,135.92957849511882,1.4065,,,,,,0.0,0.0,,14679.239910083334,1008.6978175893104
2007-02-01,14669.6,,56.13999,177.78573,14547.95426,7300,135.30428319418584,1.413,,,,,,0.0,0.0,,14763.211098416667,945.2090695521308
2007-03-01,15801.0,,59.601827,237.95334,15622.648487,7730,137.34551160444298,1.392,,,,,,0.0,0.0,,14859.148472333334,970.9720147622994
2007-04-01,14929.3,,61.152624,204.6255,14785.827124,7863,157.07961869748718,1.3645,,,,,,0.0,0.0,,14984.842399333334,835.8354426254688
2007-05-01,15245.8,,107.083912,240.35081,15112.533102,7935,162.68321799827044,1.3175,,,,,,0.0,0.0,,15087.911824499999,759.3931868955044
2007-06-01,15741.2,,69.862655,250.64485,15560.417805000001,6773,163.30296359064477,1.3125,,,,,,0.0,0.0,,15189.938308249999,730.9138847951685
2007-07-01,17585.0,,99.700366,193.13831,17491.562056000002,6191,186.26041038643348,1.2843,,,,,,0.0,0.0,,15359.83514625,988.9656008963174
2007-08-01,17791.1,,102.586549,314.18559,17579.500958999997,5468,183.96850346788938,1.3003,,,,,,0.0,0.0,,15469.193559500001,1156.7460925609792
2007-09-01,15802.6,,60.654596,226.96786,15636.286736,6870,198.1726825112224,1.2071,,,,,,0.0,0.0,,15572.6257875,1106.367569810446
2007-10-01,15142.7,,56.848827,128.393,15071.155827,8330,208.58449383182977,1.1649,,,,,,0.0,0.0,,15683.947106416666,962.5504961553603
2007-11-01,16163.9,,57.356226,117.8437,16103.412526,7302,205.30635983497973,1.1835,,,,,,0.0,0.0,,15770.239816916668,948.6170820733479
2007-12-01,16812.0,,69.823314,78.5875,16803.235814,7483,208.08433404530146,1.1677,,,,,,0.0,0.0,,15833.35113475,992.7882583275534
2008-01-01,17888.5,,65.0,5.2,17948.3,8074,187.65260059749195,1.1715,4992.402,7943.091,14004.764000000001,3828.889,54.851,0.0,0.0,54.851,16021.902891333333,1162.5400961055523
2008-02-01,16523.8,,66.0,85.7,16504.1,9366,180.11882146658075,1.2205,4668.627,8417.088,13703.927,2761.277,58.566,0.0,0.0,58.566,16184.915036333332,1070.5821779154167
2008-03-01,16371.1,,45.3,171.9,16244.500000000002,10101,164.70744107287166,1.3347,4461.552,8282.924,13192.935,3102.15,76.046,0.0,0.0,76.046,16236.735995750001,1055.8404644361792
2008-04-01,15708.2,,68.4,124.3,15652.300000000001,10843,197.32514304918124,1.2747,3914.773,7706.82,12160.617,3480.137,67.426,0.0,0.0,67.426,16308.94206875,974.0568503577445
2008-05-01,16239.1,,124.9,80.0,16284.0,11703,206.35848703321955,1.2189,4516.781,7937.6,13049.32,3135.725,54.093,0.0,0.0,54.093,16406.56431025,899.0662171823951
