"date","turkey_total_generation_in_gwh","imports_in_gwh","exports_in_gwh","gross_demand_in_gwh","natural_gas_price_usd_Mmbtu","pib_m_dollar","ratio_dollar_tl","coal_elect_prod_gwh","ng_elect_prod_gwh","thermique_elect_prod_gwh","hidro_elect_prod_gwh","geothermal_elect_prod_gwh","wind_elect_prod_gwh","solar_elect_prod_gwh","geothermal_solar_wind_elect_prod_gwh","coal_ratio","ng_ratio","thermique_ratio","hidro_ratio","geothermal_ratio","wind_ratio","solar_ratio","geo_wind_solar_ratio"
2015-09-01,21547.1,527.1013561,279.660847,21794.54051,2524,209.7052971,3.0257,6107.7,9056.64,15362.15,5138.2,257.7,761.1,27.9,1046.7,0.283458098769672,0.420318279490047,0.712956731996417,0.23846364475962,0.0119598461045802,0.0353226188210943,0.00129483782040275,0.0485773027460772
2015-10-01,21053.85,502.4419823,297.681943,21258.61004,2321,222.916806,2.9151,6178.88,8660.25,15046.73,4629.2,357.5,995.9,24.6,1378,0.293479814855715,0.411338068809268,0.714678312992636,0.219874274776347,0.0169802672670319,0.0473025123670968,0.00116843237697618,0.0654512120111049
2015-11-01,21245.05,592.7852288,268.627945,21569.20728,2235,223.0698504,2.9131,6761.6,8332.25,15303.1,4554.64,363.54,998.14,25.63,1387.31,0.318267078684211,0.392197241239724,0.720313673067373,0.214385939312922,0.0171117507372306,0.0469822382154902,0.0012063986669836,0.0653003876197044
2015-12-01,23660.4,775.121041,243.571362,24191.94968,2337,222.718162,2.9177,7870.4,9533.2,17889.56,4300.9,391.25,1057.64,21,1469.89,0.332640192050853,0.402917955740393,0.756097107403087,0.181776301330493,0.0165360687055164,0.0447008503660124,0.000887558959273723,0.0621244780308025
2016-01-01,23443.08809,706.3507737,188.901007,23960.53785,2298,192.1773314,2.9553,7714.4,7904.1,16214.6,5542.4,396.8,1268.5,20.8,1686.1,0.329069274934418,0.337161212279521,0.691658024648919,0.236419365005253,0.0169260977255493,0.0541097655364396,0.000887255122710244,0.0719231183846991
2016-02-01,20929.19978,591.2664289,114.45992,21406.00628,1711,191.5227853,2.9654,7013.9,7001,14255.8,5108,380.7,1146.1,38.6,1565.4,0.33512509191596,0.33450872816887,0.681144054710724,0.244060931793542,0.0181898975594756,0.0547608132201603,0.00184431322772724,0.0747950240073632
2016-03-01,22038.77493,444.6049491,60.443834,22422.93604,1959,201.6122356,2.817,6850.4,6380.2,13530.1,6772.7,418.9,1258.2,58.8,1735.9,0.310833974291147,0.28949885010691,0.613922508985848,0.307308369975717,0.0190074085937407,0.0570902876405935,0.00266802488735248,0.0787657211216867
2016-04-01,21330.83772,393.7939701,107.99268,21616.63901,2178,227.3563358,2.7955,5884.9,6857.2,13040.1,6998.5,386.8,827.8,77.7,1292.3,0.275886961274018,0.321468856029532,0.611326201585298,0.328093068442321,0.0181333712757719,0.0388076647933919,0.00364261361977114,0.060583649688935
2016-05-01,21923.77967,395.1419818,58.94878,22259.97287,2288,215.4928585,2.9494,7382.2,6149.7,13824.1,6683.6,397.6,935.6,83,1416.2,0.336721136187189,0.280503640000319,0.630552770009661,0.304856192709585,0.0181355590133058,0.0426751232717529,0.00378584355660057,0.0645965258416593
2016-06-01,22975.93995,505.122176,69.300136,23411.76199,2924,220.8620206,2.8777,7361.6,7371.7,15002.4,6388,360.8,1124.3,100.5,1585.6,0.320404737130243,0.320844327415645,0.652961316605461,0.278029974569114,0.0157033836606976,0.0489337978096517,0.00437414095870319,0.0690113224290526
2016-07-01,24269.89349,647.673994,168.047606,24749.51987,2876,224.3696042,2.9883,7587,7925.5,15785.3,6173.7,380.7,1802.7,127.5,2310.9,0.312609530121181,0.326556851321394,0.650406645027267,0.254376888903273,0.0156861009776108,0.0742772110121856,0.00525342231322664,0.0952167343030231
2016-08-01,26146.37182,665.632926,122.911496,26689.09325,2887,226.6679135,2.958,8458.9,9552.3,18287.8,5616.1,388,1728,126.5,2242.5,0.323520986323983,0.365339407920957,0.699439299873002,0.214794620020821,0.0148395350097182,0.0660894755071987,0.00483814736785916,0.0857671578847761
2016-09-01,21264.53322,476.68486,99.335274,21641.88281,2906,223.5541771,2.9992,8089.8,6891.4,15242.6,4175.9,394.1,1329.4,122.5,1846,0.380436284037087,0.324079533216295,0.716808586499507,0.196378634639975,0.0185332071916507,0.062517243442224,0.00576076600095716,0.0868112166348319
2016-10-01,22127.15292,430.05439,192.47069,22364.73662,3026,243.2398323,3.0939,8318.2,7866.9,16467.6,4006.1,406.5,1124.7,122.3,1653.5,0.375927261409282,0.355531505948484,0.7442258866081,0.181049049305346,0.0183710937177362,0.0508289522861941,0.00552714578518853,0.0747271917891188
2016-11-01,22892.85499,422.421637,132.75983,23182.5168,3352,218.9583117,3.437,8374.1,8519.4,17270.7,3738.6,437.4,1345.8,100.3,1883.5,0.365795354212393,0.37214231268758,0.754414423519659,0.163308595700846,0.0191063980526266,0.0587869010041722,0.00438127966318805,0.0822745787199869
2016-12-01,25065.32247,651.5849611,136.12532,25580.78212,3724,213.3287176,3.5277,9236.7,6807.8,16877.1,6027.2,470.3,1626,64.7,2161,0.3685051333792,0.271602330596308,0.67332467077572,0.240459703130243,0.0187629742471053,0.0648704999485291,0.00258125544075635,0.0862147296363907
2017-01-01,25479.29413,340.2583205,233.560562,25585.99189,3117,173.4386981,3.7734,9076.317776,7758.844259,17564.38658,5646.677294,514.3194782,1676.516066,77.39471519,2268.23026,0.356223281920252,0.304515667483289,0.689359229905793,0.221618278166955,0.0201857820540808,0.0657991566581911,0.00303755334802911,0.0890224920842421
2017-02-01,22916.21555,179.461926,211.859823,22883.81766,2774,179.4400042,3.6472,7789.923933,8199.539989,16481.38721,4274.234311,448.865343,1579.495284,132.2334045,2160.594031,0.33993064500565,0.357805152037855,0.719201963083298,0.186515714240609,0.0195872369074483,0.0689247873652506,0.00577029851248715,0.0942823227633674
2017-03-01,23998.67926,305.597211,247.902117,24056.37435,3190,180.0323458,3.6352,7684.544035,8287.012416,16266.44195,5687.452982,498.342652,1381.439107,165.0025654,2044.784324,0.320206956047297,0.345311186762367,0.677805714796657,0.236990249354247,0.0207654199050286,0.0575631305387095,0.00687548525534984,0.0852040356824203
2017-04-01,22583.39103,156.569729,308.104234,22431.85652,3276,208.4334898,3.5516,6057.620777,7443.265226,13771.15725,7137.608912,455.910934,1008.246226,210.4677008,1674.624861,0.268233445054952,0.329590238069752,0.609791383043683,0.316055675718422,0.0201878864602027,0.0446454752813975,0.00931957917747661,0.0741529409279329
2017-05-01,23442.22115,230.38271,331.406744,23341.19712,3071,209.8872646,3.527,6197.579047,7564.486326,14045.54834,7377.181761,470.426113,1314.23052,234.8344212,2019.491054,0.264376784407223,0.322686416001156,0.59915603773749,0.314696364043132,0.0200674718487587,0.0560625425206348,0.0100175840718063,0.0861475984326681
2017-06-01,22913.25457,199.780996,252.798867,22860.2367,3035,210.2329838,3.5212,7686.305461,7951.337064,15913.72337,5257.426025,453.943723,1009.075214,279.0862444,1742.105181,0.335452366119284,0.347019103711726,0.694520427963805,0.229449116839276,0.0198114031166198,0.0440389299964907,0.0121801223631236,0.0760304554587768
2017-07-01,28362.6383,286.144433,264.452295,28384.33044,2794,238.6588553,3.5193,9353.283461,11251.80196,20895.6131,4719.755336,431.527656,1991.11874,324.6234711,2747.269867,0.329774803107791,0.396712105587159,0.736730232180128,0.166407486005983,0.015214651452224,0.0702021694505056,0.011445461020458,0.0968622819196619
2017-08-01,28130.39058,212.590172,242.256844,28100.7239,3040,243.2624061,3.4527,9075.366747,10898.01523,20269.01207,4803.589743,491.687672,2233.734281,332.3668049,3057.788758,0.322617871984058,0.387410732851616,0.720537882769774,0.170761572945071,0.0174788782474132,0.0794064438830838,0.0118152218311645,0.108700543965216
2017-09-01,24455.31563,260.45253,243.119892,24472.64827,3007,235.6854139,3.5637,8311.004016,10103.35662,18718.57212,3789.241427,529.700264,1082.432703,335.369125,1947.502092,0.339844479692778,0.413135400616377,0.76541936334845,0.154945513046318,0.0216599234299067,0.044261653350822,0.0137135471925209,0.0796351239732496
2017-10-01,24058.61636,152.08504,324.325566,23886.37583,2896,237.0955147,3.792,8613.671387,10512.24575,19449.25158,2361.58003,595.3338,1331.756946,320.6940086,2247.784755,0.35802854404051,0.436943072398699,0.808411061092293,0.0981594284003122,0.0247451387516119,0.0553546773460417,0.0133296946009409,0.0934295107152205
2017-11-01,24729.57589,171.951104,336.446571,24565.08042,3025,229.4121439,3.919,8841.110784,11355.7806,20508.34298,2232.427353,611.113226,1123.438891,254.2534412,1988.805559,0.357511621846095,0.459198356272336,0.82930427400872,0.0902735802235386,0.0247118360912578,0.0454289590730219,0.0102813506519865,0.0804221458486161
2017-12-01,26207.9314,232.994056,307.439899,26133.48556,2953,237.2206311,3.79,8789.56739,9164.295472,18255.02615,4931.287245,626.311046,2172.331132,222.975835,3021.618013,0.335378143961412,0.349676414064484,0.696545861303651,0.188160109614756,0.0238977672995588,0.0828883096053891,0.00850795248189638,0.115294029386844
2018-01-01,26667.16368,165.22265,255.16238,26577.22395,2995,212.0746761,3.7555,9869.434396,9223.711414,19415.13007,4535.584703,648.350791,1812.040054,256.0580577,2716.448903,0.370096891984127,0.345882731462651,0.728053808158123,0.170081256388043,0.024312701522369,0.0679502355685095,0.00960199820170752,0.101864935303836
2018-02-01,23633.1449,202.277088,206.694678,23628.72731,2667,209.6573776,3.7988,9320.520112,7775.69681,17393.84825,3611.788701,572.203977,1684.63804,370.6659248,2627.507941,0.394383403116189,0.329016592709166,0.735993805462598,0.15282725664666,0.0242119269111747,0.071282854953426,0.0156841557214842,0.111178937552234
2018-03-01,25179.76504,129.49317,250.18427,25059.07394,2733,201.366921,3.9552,8753.484265,6572.078576,15641.63631,6272.710261,641.256827,2053.862976,570.2986703,3265.418473,0.347639632502306,0.261006350359495,0.621198660319191,0.249117108560597,0.0254671489579555,0.0815679960769006,0.0226490862561281,0.12968423127907
2018-04-01,23771.24347,232.70819,70.07419,23933.87747,2763,221.1471393,4.0617,7856.824795,6651.875589,14834.59472,6352.107508,613.411247,1167.917285,803.2127061,2584.541238,0.330518039786835,0.279828676080612,0.62405631992797,0.267218141786169,0.0258047606038844,0.0491315183605748,0.0337892591573376,0.10872553811759
2018-05-01,24176.75096,288.44171,134.202193,24330.99048,2952,198.5265412,4.5245,8817.931717,5926.538472,15082.55733,6495.626099,602.280225,1231.068836,765.2184671,2598.567528,0.364727739123802,0.245133785007148,0.62384550161243,0.268672416312138,0.0249115452277463,0.0509195316623305,0.0316510050654052,0.107482081951346
2018-06-01,24264.06292,228.792434,290.450254,24202.4051,2924,195.8129874,4.5872,9207.905581,6380.856021,15919.92671,5670.984762,564.264642,1258.407683,850.4791263,2673.151451,0.379487376510644,0.262975580060027,0.656111334795368,0.233719504466237,0.0232551590333578,0.0518630242243041,0.0350509776167362,0.110169160862034
2018-07-01,29589.0938,272.785457,305.792872,29556.08639,2782,210.9703031,4.9142,9695.52986,10770.95452,20802.31103,5850.648238,555.956181,1428.483365,951.6949906,2936.134537,0.327672416246827,0.364017721962137,0.70303981496047,0.197729889179641,0.0187892263533938,0.048277361066056,0.0321637085959016,0.0992302960288699
2018-08-01,27968.85102,229.62185,280.115934,27918.35693,2916,158.5729984,6.538,10260.32584,7921.82648,18520.6707,5597.824065,581.589147,2354.617313,914.149796,3850.356256,0.366848313956946,0.283237465648312,0.662189186347205,0.200144941992687,0.0207941737250528,0.0841871305802393,0.0326845673905699,0.137665871695862
2018-09-01,25433.57523,203.86515,228.742746,25408.69763,3008,171.1939008,6.056,9384.36952,8954.422342,18657.09754,3668.70131,563.421266,1710.007538,834.3475761,3107.77638,0.368975633002266,0.352070924399094,0.73356173370361,0.144246386000526,0.0221526569074497,0.0672342571791862,0.0328049662131595,0.122191880295864
2018-10-01,23966.24338,147.44984,362.109772,23751.58345,3261,183.996361,5.5835,10124.78693,8198.243746,18637.0882,2446.862335,670.1940545,1512.010514,700.0882772,2882.292846,0.422460323441813,0.342074626215366,0.777639111165531,0.102096198231965,0.0279640844780572,0.0630891746372643,0.0292114315163898,0.120264690644229
2018-11-01,24150.31482,243.71218,328.62905,24065.39795,4612,197.0809702,5.2128,9993.879987,6988.471725,17324.87266,3592.068138,689.2466414,2059.548297,484.5790869,3233.374025,0.413819863694845,0.289373938894267,0.717376679729759,0.148737942539169,0.0285398615519994,0.0852803912640672,0.0200651250516493,0.133885377855294
2018-12-01,26001.67518,132.51764,399.719077,25734.47374,2940,194.2525917,5.2887,9963.632184,7118.140786,17453.74592,5843.519461,728.8005833,1676.604275,299.0049414,2704.4098,0.383191933405269,0.273757007451395,0.671254671061544,0.224736268742205,0.0280289857578322,0.0644806253210029,0.0114994491443378,0.104009060234711
2019-01-01,26058.601,142.59655,251.9496,25949.24795,2814,179.0101273,5.1645,9112.690836,5570.800799,15094.90936,5480.528118,904.4128997,2400.23799,320.9443313,3625.595221,0.349699925794174,0.213779734338002,0.579267834063694,0.210315516093899,0.0347068862100464,0.0921092421653795,0.0123162533284116,0.139132381703837
2019-02-01,23522.12557,175.964,321.80791,23376.28166,2812,173.2210006,5.3371,9131.025826,3722.27063,13219.05907,7172.732871,828.3578603,2263.929351,523.511679,3615.79889,0.388188805421805,0.158245504596207,0.561984036292176,0.304935574366122,0.0352161142000059,0.0962468015172661,0.0222561382661644,0.153719053970682
2019-03-01,24843.57531,259.045,264.05163,24838.56868,2662,166.4112685,5.5555,8577.60871,4443.47935,13426.61237,9627.606676,902.5335811,2164.734501,791.3289925,3858.597075,0.345264665128427,0.178858288090741,0.540446059090196,0.38752903138401,0.036328651163857,0.0871345800267586,0.0318524601481766,0.155315691354893
2019-04-01,23808.35765,120.35713,293.30274,23635.41204,2575,172.4824116,5.9656,7120.358366,3283.170903,10806.14384,9140.014901,855.7129207,2000.286395,768.6911812,3624.690497,0.299069699417087,0.137899932085404,0.453880271745666,0.38389942873695,0.035941703047291,0.0840161435914921,0.0322866109666325,0.152244457609616
2019-05-01,25013.34436,136.68344,327.35996,24822.66784,2454,176.2462874,5.8382,6960.367957,3135.363913,10529.0285,9023.442992,841.9019116,1543.972133,971.7478313,3357.621876,0.27826618691304,0.125347649153782,0.42093645489635,0.360745163146988,0.0336581106261954,0.061725937594696,0.0388491765560933,0.134233224780982
2019-06-01,24258.08589,154.74377,155.83916,24256.9905,2308,177.6490521,5.7921,7693.73672,3182.621125,11279.57634,6583.437879,789.4474714,1279.603452,959.9217235,3028.972647,0.317161739590164,0.131198361628029,0.464982125595071,0.271391481951753,0.0325436835775009,0.0527495639104607,0.0395712063949659,0.12486445388705
2019-07-01,28789.66383,164.11007,180.68879,28773.08511,2233,206.9921892,5.5864,10793.97904,6205.880922,17405.54554,6741.424575,743.4059428,2662.528702,1084.370651,4490.305296,0.374925497697275,0.215559339582605,0.604576199388015,0.234161281451823,0.0258219737191006,0.0924821046095556,0.0376652765868715,0.155969354922475
2019-08-01,27713.4725,193.11766,175.86547,27730.72469,2285,198.3228426,5.8306,10550.9503,5422.443301,16383.52616,7025.878574,748.3672904,2475.675434,1042.027022,4266.069747,0.380715563522399,0.195660911890417,0.591175507147291,0.253518521506101,0.0270037358328156,0.089331116264842,0.0376000164540911,0.153934868573399
2019-09-01,25418.70575,129.09748,168.03277,25379.77046,2330,204.7020067,5.6489,10523.02086,5155.164286,16082.74774,5558.598554,752.4906255,2108.088244,954.1587576,3814.737627,0.413987280213903,0.202809865171833,0.632713085323001,0.218681415516209,0.0296038135419228,0.0829345232890152,0.0375376609251633,0.150075997752167
2019-10-01,24248.6455,126.96548,260.17671,24115.43427,2633,210.3855633,5.713,10793.91619,5037.167313,16252.03923,4463.919438,831.9813197,1138.513502,817.7213557,2788.216177,0.44513480928244,0.207729842600899,0.670224620587571,0.184089434521198,0.0343104244606157,0.046951632906671,0.0337223518608493,0.11498440921164
2019-11-01,23996.96026,309.33981,200.41202,24105.88805,2281,209.1408949,5.747,10551.73318,5665.723325,16669.39683,3316.30536,885.0165937,2338.390525,620.9314899,3844.338609,0.439711241160342,0.236101708867021,0.694646182241084,0.138196893442703,0.0368803625172149,0.0974452805548797,0.0258754226857231,0.160201065774487
2019-12-01,26226.02281,299.486,189.18052,26336.32829,2189,202.0428521,5.9489,11084.73568,6464.115071,17993.91882,3960.478909,944.0681899,2452.262138,394.4729899,3790.803318,0.422661711244047,0.246477139055001,0.686109325472672,0.151013325111952,0.0359973830854759,0.0935049189793639,0.0150412814309605,0.144543583503426
2020-01-01,27131.87356,127.06215,227.428102,27031.50761,1841,178.9619706,5.9822,9793.554001,7567.999692,17832.61901,5480.528118,904.4128997,514.0755446,2400.23799,3818.726434,0.360961213361928,0.278933914212152,0.657257191272271,0.20199593315516,0.0333339641178838,0.018947292506843,0.0884656190326135,0.140746875646283
2020-02-01,25010.18975,283.867992,184.322858,25109.73488,1684,171.4941132,6.2427,8788.576843,4960.185074,14190.24104,7172.732871,828.3578603,554.9286242,2263.929351,3647.215836,0.351399846656501,0.198326567034542,0.567378383844529,0.286792421117077,0.0331208146991368,0.0221881013197831,0.0905202788795315,0.145829194918443
2020-03-01,24754.09819,307.789375,190.575306,24871.31226,1640,161.8593503,6.6143,8165.749968,2582.473784,11241.35305,9627.606676,902.5335811,817.8703852,2164.734501,3885.138468,0.329874669855626,0.104325100602665,0.454120887932052,0.388929808797854,0.0364599661103631,0.0330397972457909,0.0874495400472515,0.156949303431684
2020-04-01,20363.26051,163.566229,163.183652,20363.64309,1949,148.5131391,6.9864,5310.016776,1584.109574,7384.928119,9140.014901,855.7129207,982.3181731,2000.286395,3838.317489,0.260764565350051,0.0777925309761703,0.362659413769883,0.448848301897013,0.0420223922529389,0.0482397292230094,0.0982301627982267,0.188492284283997
2020-05-01,20937.84745,210.579172,120.680002,21027.74662,1849,152.1322241,6.8202,6119.710061,1800.669769,8414.600718,9023.442992,841.9019116,1113.929697,1543.972133,3499.803741,0.292279809355474,0.0860007110711851,0.40188470844934,0.430963259883718,0.0402095732911647,0.0532017295311797,0.0737407289210143,0.167152031714702
2020-06-01,23537.42528,344.00624,56.341372,23825.09014,1751,151.4151324,6.8525,9547.640286,3724.198003,13747.37008,6583.437879,789.4474714,1137.566389,1279.603452,3206.617312,0.405636562726032,0.158224527903844,0.584064311047704,0.279700850908023,0.0335400946368931,0.0483301115337625,0.0543646315082429,0.136234837661904
2020-07-01,28650.84672,171.980284,139.648492,28683.17852,1799,202.9853079,6.9719,9993.593503,6728.291014,17239.53618,6741.424575,743.4059428,1263.95133,2662.528702,4669.885975,0.348806218561906,0.234837423122412,0.601711228588779,0.235295823571388,0.0259470845683963,0.0441156710778005,0.092930192535685,0.162992948188862
2020-08-01,29343.54153,106.35372,153.052668,29296.84258,2630,192.5275853,7.3506,9798.901424,7540.051337,17850.98935,7025.878574,748.3672904,1242.630879,2475.675434,4466.673604,0.333937245236124,0.256957781639659,0.608344747062983,0.239435262673285,0.0255036458238993,0.042347679053313,0.0843686652979137,0.152219990195573
2020-09-01,27742.98933,52.933243,217.648443,27578.27413,2527,183.3460645,7.7187,9422.186798,8314.797745,18254.91431,5558.598554,752.4906255,1068.897604,2108.088244,3929.476473,0.339624064513166,0.299708068445557,0.65800098514474,0.200360476222697,0.0271236317236474,0.0385285663086113,0.0759863408706433,0.141638538884879
2020-10-01,25675.03702,55.777162,320.215405,25410.59878,3354,182.688971,8.3468,9285.056087,8468.830909,18299.89129,4463.919438,831.9813197,940.7314709,1138.513502,2911.226293,0.361637495586365,0.329846882105878,0.712750337058716,0.173862239595711,0.0324042890007097,0.0366399265624116,0.0443432078058207,0.113387423384521
2020-11-01,25931.66455,30.64366,372.279671,25590.02854,2882,194.6872354,7.8324,9603.34724,8520.996383,18663.30712,3316.30536,885.0165937,728.6449434,2338.390525,3952.052062,0.370332850075372,0.328594270011872,0.719711111641694,0.127886328068362,0.0341288000233676,0.0280986568368979,0.0901751031250325,0.152402559981442
2020-12-01,27624.31856,34.96141,338.266771,27321.0132,2539,205.0380937,7.437,9983.671098,9138.729822,19682.87458,3960.478909,944.0681899,584.6347386,2452.262138,3980.965067,0.361408773806147,0.330821909765871,0.712519823330621,0.143369288925547,0.0341752571325691,0.0211637705136572,0.0887718599347053,0.144110887599032
2021-01-01,27290.74599,66.34250508,163.3968068,27193.69169,2564,190.8339797,7.3149,9358.11507,8558.408373,18522.42501,4326.248955,956.2256227,2919.143999,566.7024034,4442.072025,0.342904333704511,0.313601115049622,0.678707171170296,0.158524393455028,0.0350384567373272,0.10696460991098,0.0207653687300323,0.162768435374676
2021-02-01,24645.91315,84.10866493,223.4352476,24506.58656,2771,187.9966437,7.4253,8922.402493,6842.301972,16339.70262,4029.096038,872.9958598,2510.56571,893.5529172,4277.114487,0.362023611732154,0.27762420204747,0.662978179000846,0.163479275995095,0.0354215262581983,0.10186539629188,0.0362556222511074,0.173542544801185
2021-03-01,28213.90679,91.713547,368.3265634,27937.29377,2608,169.2263791,8.2489,8466.524732,8392.297482,17499.03156,6206.36539,986.2951046,2521.585264,1000.629471,4508.50984,0.300083387778145,0.297452513204393,0.620227169893475,0.219975398522255,0.0349577643373224,0.0893738425794239,0.0354658246533464,0.15979743158427
2021-04-01,26395.89327,89.19280056,302.1228467,26182.96323,2931,192.1874222,8.2884,7274.556097,5872.716776,13776.57272,8074.581381,923.9707797,2475.432637,1145.335756,4544.739173,0.275594238186583,0.222486002497767,0.521921064730839,0.305902940976697,0.0350043383737322,0.0937809761419754,0.0433906799169294,0.172175994444002
2021-05-01,25499.44844,213.238035,333.0062101,25379.68026,3055,187.63266,8.4896,7323.262219,7158.387359,15137.40492,5818.694637,900.7225125,2105.285645,1537.340728,4543.348885,0.287192965613808,0.280727144975062,0.593636562595391,0.228189039095937,0.0353232155048135,0.0825620071725755,0.0602891757293241,0.178174398387105
2021-06-01,27228.89682,222.5699,323.6010156,27127.8657,3650,182.9120569,8.7087,8009.427717,10104.70554,18768.22187,4579.11385,846.4926247,1552.672092,1482.396379,3881.561095,0.294151752454288,0.371102274425527,0.689275881945187,0.168171111752004,0.031088024986684,0.0570229525736621,0.0544420285845426,0.142553006119181
2021-07-01,31266.06477,115.380561,458.4471871,30922.99815,3914,228.4399601,8.454,8813.186927,11223.57356,20714.39764,5065.211216,801.3683843,3052.176707,1632.910821,5486.455913,0.281877076371194,0.35896981735831,0.662520141002062,0.162003477356706,0.0256306123010696,0.0976194711247635,0.0522262981610269,0.175476381609248
2021-08-01,33023.95857,198.005709,438.143784,32783.8205,4377,232.219641,8.3164,9700.147202,12779.98203,23185.66268,4841.874898,795.1727846,2635.372543,1565.875662,4996.42099,0.293730601116122,0.386991220416856,0.702086112143521,0.146617035257503,0.024078663462301,0.0798018365185952,0.0474163525454059,0.151296852538414
2021-09-01,28148.4608,226.026012,472.7558052,27901.731,5867,217.2070612,8.8912,8434.669938,11020.53065,20157.52502,2881.386215,831.3131216,2890.138478,1388.097959,5109.549559,0.299649419480869,0.391514503343643,0.71611464524554,0.102363899591981,0.0295331644421566,0.102674831797552,0.049313458695404,0.181521454949324
2021-10-01,26713.24372,363.37998,416.099975,26660.52373,5426,242.3709255,9.608,6840.684015,11008.52108,18582.86079,3289.31384,939.9134183,2646.790888,1254.364791,4841.069097,0.256078373959447,0.412099750797317,0.695642243404801,0.123134197946067,0.0351852971564174,0.0990815984663955,0.0469566632995927,0.181223558911175
2021-11-01,27040.89459,297.197325,355.5387465,26982.55317,4567,172.7752854,13.4782,9810.033865,8938.606876,19491.47951,3125.130102,939.4638888,2633.725294,851.0957957,4424.284978,0.362785108027744,0.330558844724967,0.720814891871519,0.115570514562625,0.0347423375980846,0.0973978610520518,0.0314743949342099,0.163614593565856
2021-12-01,29255.68502,367.298051,331.5097241,29291.47334,3730,174.8128797,13.3211,10429.06906,9280.723296,20448.18006,3689.792853,999.2934264,3493.860561,624.5581129,5117.7121,0.356480084225353,0.317228029002071,0.698947231829337,0.126122251127518,0.0341572390363396,0.119425012903014,0.0213482648747768,0.174930516803876
2022-01-01,28704.96784,471.68761,425.31665,28751.3388,4874,188.5672334,13.3209,10566.51456,7332.75466,19228.40547,4738.164183,NA,NA,NA,4738.398194,0.368107521279843,0.25545246038499,0.669863334360036,0.165064256800784,NA,NA,NA,0.16507240908304
2022-02-01,25796.71748,419.13361,382.47134,25833.37975,4402,181.3818913,13.8486,9310.0311,5815.770164,16319.25784,5073.058818,NA,NA,NA,4404.40082,0.36089983569491,0.225446131606043,0.632609860252654,0.196655207079471,NA,NA,NA,0.170734932590346
2022-03-01,28694.41154,298.70953,330.99687,28662.1242,5642,171.1804809,14.6739,8502.546875,5294.203853,15279.87721,8103.355337,NA,NA,NA,5311.178996,0.296313686835761,0.184502959596153,0.532503591812638,0.282401865105473,NA,NA,NA,0.18509454318644
2022-04-01,26079.723,370.53317,341.73877,26108.5174,7244,230.8328417,14.8517,6833.557405,4193.885567,12371.60664,8737.493458,NA,NA,NA,4970.622899,0.262025689651688,0.160810203658988,0.474376458676344,0.335030148057938,NA,NA,NA,0.190593393150686
2022-05-01,25487.34802,430.69858,364.55676,25553.48984,8145,208.9956482,16.4035,6710.139706,4448.587272,12129.55582,8729.43571,NA,NA,NA,4628.356484,0.26327335824561,0.174541002402807,0.475904978834279,0.34250074598385,NA,NA,NA,0.18159427494646
2022-06-01,27238.82789,516.13579,286.42838,27468.5353,5424,205.2850369,16.7,8444.249837,5593.889627,14881.29315,6998.77009,NA,NA,NA,5358.764648,0.310007826735455,0.205364549810664,0.546326486958099,0.256940941741822,NA,NA,NA,0.196732571226654
2022-07-01,28893.76881,534.59935,257.06309,29171.30507,7926,238.1110554,17.9148,9488.182166,5888.491629,16237.52912,5649.556158,NA,NA,NA,7006.683537,0.328381604642596,0.203797976917501,0.561973386953254,0.195528530568318,NA,NA,NA,0.242498082651475
2022-08-01,31644.839,566.07094,239.88373,31971.02621,9127,234.4081118,18.1978,10213.70599,9799.887116,20845.75396,5439.352566,NA,NA,NA,5359.732478,0.322760561050729,0.309683582716284,0.658741033885494,0.171887509555666,NA,NA,NA,0.169371456685243
2022-09-01,27259.62975,640.96612,291.66486,27608.93101,7065,230.5491145,18.5024,10011.06635,7567.065249,18378.83358,3956.882966,NA,NA,NA,4923.913202,0.367248801315799,0.277592370784126,0.674214350985453,0.145155418554428,NA,NA,NA,0.18063023038675
2022-10-01,25046.65744,700.63567,287.23914,25460.05397,6355,257.8936909,18.6151,10541.65787,5007.744687,16355.17806,3307.943436,NA,NA,NA,5383.535949,0.420880825924691,0.19993664619705,0.652988451619914,0.132071253177166,NA,NA,NA,0.214940295402547
2022-11-01,24619.28256,741.27826,241.60619,25118.95463,6930,257.9352596,18.6121,10896.79434,4877.715014,16614.9077,3168.248753,NA,NA,NA,4836.126108,0.442612180653245,0.198125798431065,0.674873756353686,0.128689727057587,NA,NA,NA,0.196436516629346
2022-12-01,26548.63329,723.62493,261.14899,27011.10923,4475,256.853313,18.6905,11297.35586,6716.150411,18893.9747,3293.182284,NA,NA,NA,4361.476314,0.425534366933131,0.25297537306863,0.711674099891113,0.124043382875021,NA,NA,NA,0.164282517535199
2023-01-01,27034.3,903.2,240.2,27697.3,2684,0,18.8115,11309.9,7262.3,19457.1,2966.5,NA,NA,NA,4610.7,0.418353721013675,0.268632810910584,0.719719023610746,0.109730971395597,NA,NA,NA,0.170550004993656
2023-02-01,24586.1,569.1,222.1,24933.1,2747,0,18.8875,9202.4,7392,17321,2422.8,NA,NA,NA,4842.2,0.374292791455335,0.300657688694018,0.704503764322117,0.0985434859534453,NA,NA,NA,0.196948682385576
2023-03-01,26459.4,559.9,164,26855.2,2216,0,19.1793,9403.8,5535.9,15775.8,5377.3,NA,NA,NA,5306.3,0.3554048844645,0.20922243134765,0.596226671806617,0.203228342290453,NA,NA,NA,0.200544985902931
